NOVENTA  Vania,No,,Australia,
FAVARETTO  Elisa,No,,Australia,
TUDOR  Florina,No,,Australia,
FINESSI  Matilde,No,,Australia,
MAJCEN ROŠKER  Živa,No,,Slovenia,
ROŠKER  Jernej,No,,Slovenia,
SPUDIĆ  Darjan,No,,Slovenia,
KNEZEVIC  Olivera M,No,,Serbia,
MIRKOV  Dragan S,No,,Serbia,
MAJLA  Darjan,Yes,,Slovenia,
BARTHA  Miklós,No,,Canada,
BALCOMBE  Luke,No,,Australia,
UZELAC-SCIRAN  Tomislav,No,,Croatia,
MIKULIĆ  Pavle,No,,Croatia,
KOZINC  Žiga,No,,Slovenia,
MARKOVIĆ  Goran,No,,Croatia,
BOBAN  Frane,No,,Croatia,
ZORIC  Ivan,No,,Croatia,
JELIČIĆ  Mario,No,,Croatia,
SOS  Kresimir,No,,Croatia,
SCAPPATICCI  Mark,No,,Canada,
BRABEC  Martin,No,,Czech Republic,
MILCH  Jaromír,No,,Czech Republic,
ČERMÁK  Petr,No,,Czech Republic,
DĚCKÁ  David,No,,Czech Republic,
SEBERA  Václav,Yes,,Czech Republic,
TIPPNER  Jan,No,,Czech Republic,
ČEH  Tina,No,,Slovenia,
KOZINC  Žiga,No,,Slovenia,
CHUCHAŁA  Daniel,No,,Poland,
ORŁOWSKI  Kazimierz A,No,,Poland,
MUZINSKI  Tomasz,No,,Poland,
LACKOWSKI  Marcin,No,,Poland,
OCHRYMIUK  Tomasz,No,,Poland,
KRAMBERGER  Katja,No,,Slovenia,
BARLIČ-MAGANJA  Darja,No,,Slovenia,
BANDELJ  Dunja,No,,Slovenia,
BARUCA ARBEITER  Alenka,No,,Slovenia,
MIKLAVČIČ VIŠNJEVEC  Ana,No,,Slovenia,
JENKO PRAŽNIKAR  Zala,No,,Slovenia,
OLAIZOLA  Paola,No,,Spain,
BANALES  Jesus M,No,,Spain,
LABIDI  Jalel,No,,Spain,
ESAKKIMUTHU  Esakkiammal Sudha,Yes,,France,
MARLIN  Nathalie,No,,France,
BROCHIER-SALON  Marie-Christine,No,,France,
MORTHA  Gerard,No,,France,
ASLAM  Sidra,Yes,,Pakistan,
MANSOOR  Ahmed,No,,Pakistan,
IMRAN  Ahmed,No,,Pakistan,
KHAN  Abid,No,,Pakistan,
AWAIS  Ahmad,No,,Pakistan,
IMRAN  Muhammad,No,,Pakistan,
ANJUM  Adeel,No,,Pakistan,
HUSSAIN  Shahid,No,,Pakistan,
KRÉSZ Miklós Ferenc,Yes,,Slovenia,Hungary
KHANI  Alireza,No,,United States,
GARDNER  Lauren M,,,United States,Australia
KOZINC  Žiga,No,,Slovenia,
ELMEUA GONZÁLEZ  Marc,No,,Slovenia,
SPUDIĆ  Darjan,No,,Slovenia,
MARUŠIČ  Jan,No,,Slovenia,
VATOVEC  Rok,No,,Slovenia,
MARKOVIĆ  Goran,No,,Croatia,
LEGAN  Lea,No,,Slovenia,
RETKO  Klara,No,,Slovenia,
KNEZ  Friderik,No,,Slovenia,
ROPRET  Polonca,No,,Slovenia,United States
KOZINC  Žiga,No,,Slovenia,
MARKOVIĆ  Goran,No,,Croatia,
ZITEK  Andreas,No,,Austria,
HINTESTOISSER  Barbara,No,,Austria,
PICCHI  Gianni,No,,Italy,
ČÁPOVÁ  Kristýna,No,,Czech Republic,
VELEBIL  Lukáš,No,,Czech Republic,
KOCJAN  Andrej,No,,Slovenia,
KNEZEVIC  Olivera M,No,,Serbia,
MIRKOV  Dragan,No,,Serbia,
BISHOP  Chris,No,,Switzerland,
MAFFIULETTI  Nicola,No,,United Kingdom,
SPUDIĆ  Darjan,No,,Slovenia,
PORI  Primož,No,,Slovenia,
SAŠEK  Matic,No,,Slovenia,
ŠTIRN  Igor,No,,Slovenia,
TOMAŽIN  Katja,No,,Slovenia,
STROJNIK  Vojko,No,,Slovenia,
DANTAS  Carina,No,,Portugal,
MACHADO  N,No,,Portugal,
ORTET  S,No,,Portugal,
LEANDRO  F,No,,Portugal,
GRÜNLOH  C,No,,Netherlands,
GRGURIC  A,No,,Netherlands,
HÖRMANN  V,No,,Belgium,
FIORINI  L,No,,Italy,
CAVALLO  F  et al,No,,Italy,
TESTONI  Ines,No,,Italy,
RUSSOTTO  Salvatore,No,,Italy,
ZAMPERINI  Adriano,No,,Italy,
POMPELE  Sara,No,,Italy,
VIDHOLDOVÁ  Zuzana,No,,Slovakia,
SANDAK  Anna Malgorzata,Yes,,Italy,
KOO  Yu Wen,No,,Australia,
KÖLVES  Kairi,No,,Australia,
CASTELLI DRANSART  Dolores Angela,No,,Switzerland,
VOJÁČKOVÁ  Barbora,No,,Czech Republic,
TIPPNER  Jan,No,,Czech Republic,
HORÁČEK  Petr,No,,Czech Republic,
PRAUS  Luděk,No,,Czech Republic,
BRABEC  Martin,No,,Czech Republic,
PERSAD  Anand,No,,United States,
DAHLE  Gregory,No,,United States,
DEVALLANCE  David Brian,Yes,,United States,
ROCHA  Oscar J,No,,United States,
GRABOSKY  Jason,No,,United States,
RASOULI  Nafee,No,,Iran,
MALAKOUTI  Seyed Kazem,No,,Iran,
REZAEIAN  Mohsen Rezaeian,No,,Iran,
SABERI  Seyed Mehdi,No,,Iran,
NOJOMI  Marzieh Molavi,No,,Iran,
RAMEZANI-FARANI  Abbas,No,,Iran,
GOODFELLOW  Benjamin,No,,Australia,France
KÖLVES  Kairi,No,,Australia,
SILVERMAN  Morton M,No,,United States,
BERMAN  Alan Lee,No,,United States,
MANN  John J,No,,United States,
ARENSMAN  Ella,No,,Ireland,
HAWTON  Keith,No,,United Kingdom,
PHILLIPS  Michael,No,,China,
VIJAYAKUMAR  Lakshmi,No,,India,
MODZELEWSKA  Izabela,No,,Poland,
SANDAK  Jakub Michal,Yes,,Slovenia,Italy
RIGGIO  Mariapaola,No,,United States,
RUGGIERI  Nicola,No,,Italy,
SANDAK  Anna Malgorzata,Yes,,Slovenia,Italy
RIMKEVICIENE  Jurgita,No,,Australia,Lithuania
O'GORMAN  John,No,,Australia,
HAWGOOD  Jacinta L,No,,Australia,
MARRAZZA  Stefano,No,,Italy,
PICCHI  Gianni,No,,Italy,
SEPÚLVEDA-VILLARROEL  Victor,No,,Chile,
TORRES-MELLA  José,No,,Chile,
SALVO-SEPÚLVEDA  Linette,No,,Chile,
LLANO-PONTE  Rodrigo,No,,Spain,
SALINAS-LIRA  Carlos  A,No,,Chile,
PEREDO  Miguel  A,No,,Chile,
ANANÍAS  Rubén,No,,Chile,
LEAVENGOOD  Scott,No,,United States,
MUSZYŃSKI  Lech,No,,United States,
GANIO  Lisa,No,,United States,
RAHIMI  Sohrab,No,,United States,
SINGH  Kaushlendra,No,,United States,
MYRONYCHEVA  Olena,No,,Sweden,
POOHPHAJAI  Faksawat,Yes,,Slovenia,Sweden
SEHLSTEDT-PERSSON  Margot,No,,Sweden,
VIKBERG  Tommy,No,,Sweden,
KARLSSON  Olov,No,,Sweden,
JUNGE  Helmut,No,,Germany,
SANDBERG  Dick,No,,Sweden,
LOUGE  Thierry,No,,France,
HEDI Karray  Mohamed,No,,France,
ARCHIMÈDE  Bernard,No,,France,
MAAMAR  Zakaria,No,,France,
GARCÍA Ramos  Amador,No,,Spain,Chile
TOMAŽIN  Katja,No,,Slovenia,
STROJNIK  Vojko,No,,Slovenia,
REDON  Miguel,No,,Spain,
BRABEC  Martin,No,,Czech Republic,
DĚCKÝ  David,No,,Czech Republic,
ČERMÁK  Petr,No,,Czech Republic,
TIPPNER  Jan,No,,Czech Republic,
MILCH  Jaromír,No,,Czech Republic,
OBEREMKO  Alona,No,,Lithuania,
SAULIS  Gintautas,No,,Lithuania,
BAUBLYS  Vykintas,No,,Lithuania,
LABIDI  Jalel,No,,Spain,
KÖLVES  Kairi,No,,Australia,
ZHAO  Qing,No,,Australia,
ROSS  Victoria,No,,Australia,
HAWGOOD  Jacinta L,No,,Australia,
SPENCE  Susan H,No,,Australia,
GORJAN  Daša,No,,Slovenia,
BABIČ  Jan,No,,Slovenia,
POTOČANAC  Zrinka,No,,Slovenia,
ROGANI  A,No,,France,
NAVARRO  P,No,,France,
FERRERO  J F,No,,France,
LOPRESTO  Valentina,No,,Italy,
LANGELLA  Antonio,No,,Italy,
PETRILLO  Marta,No,,Italy,
GROSSI  Paolo,No,,Italy,
KOZINC  Žiga,No,,Slovenia,
BABIČ  Jan,No,,Slovenia,
MARKOVIĆ  Goran,No,,Croatia,
BEN SALHA  Ghada,No,,Spain,Tunisia
LENGLIZ  Olfa,No,,Tunisia,
ABDERRABBA  Manef,No,,Tunisia,
LABIDI  Jalel,No,,Spain,
BERARDINELLI  Manuela,No,,Italy,
SCARPINO  Osvaldo,No,,Italy,
TRABUCCHI  Marco,No,,Italy,
MARUŠIČ  Jan,No,,Slovenia,
MARKOVIĆ  Goran,No,,Croatia,
KOZINC  Žiga,No,,Slovenia,
GARCÍA Ramos  Amador,No,,Chile,
TOMAŽIN  Katja,No,,Slovenia,
STROJNIK  Vojko,No,,Slovenia,
KOZINC  Žiga,No,,Slovenia,
BILY  Walter,No,,Austria,
LOEFLER  Stefan,No,,Austria,
FRANZ  Carlo,No,,Austria,
WAKOLBINGER  Robert,No,,Austria,
KERN  Helmut,No,,Austria,
SIVANERI  Kavin V I,No,,United States,
OZMEN  Ozcan,No,,United States,
AZIZIHA  Mina,No,,United States,
SABOLSKY  Edward M,No,,United States,
EVANS  Thomas H,No,,United States,
JOHNSON  Matthew B,No,,United States,
BABIČ  Jan,No,,Slovenia,
PETRIČ  Tadej,No,,Slovenia,
MOMBAUR  Katja,No,,Germany,
KINGMA  Idsart,No,,Netherlands,
BORNMANN  Jonas,No,,Germany,
GONZÁLEZ-VARGAS  José,No,,Germany,
BALTRUSCH  Saskla,No,,Netherlands,
HOUDIJK  Han,No,,Netherlands,
TOMAŽIN  Katja,No,,Slovenia,
STROJNIK  Vojko,No,,Slovenia,
SPUDIĆ  Darjan,No,,Slovenia,
SAŠEK  Matic,No,,Slovenia,
PUSTIVŠEK  Suzana,No,,Slovenia,
TIPPNER  Jan,No,,Czech Republic,
PRAUS  Luděk,No,,Czech Republic,
BRABEC  Martin,No,,Czech Republic,
VOJÁČKOVÁ  Barbora,No,,Czech Republic,
MILCH  Jaromír,No,,Czech Republic,
BÉKÉSI  József,No,,Hungary,
PERCEVAL  Meg,No,,Australia,
KÖLVES  Kairi,No,,Australia,
ROSS  Victoria,No,,Australia,
REDDY  Prasuna,No,,United Kingdom,
KÖLVES  Kairi,No,,Australia,
CROMPTON  David,No,,Australia,
TURNER  Kathryn,No,,Australia,
STAPELBERG  Nicolas J C,No,,Australia,
KHAN  Ashar,No,,Australia,
ROBINSON  Gail,No,,Australia,
SKERRETT  Delaney M,No,,Australia,
GIBSON  Mandy,No,,Australia,
DARWIN  Leilani,No,,Australia,
LEWIS  Suzie,No,,Australia,
RALLAH  Rahm,No,,Australia,
PERCEVAL  Meg,No,,Australia,
ROSS  Victoria,No,,Australia,
KÖLVES  Kairi,No,,Australia,
REDDY  Prasuna,No,,Australia,United Kingdom
KÖLVES  Kairi,No,,Australia,
FARAZDAGHI  Mohammad Reza,No,,Iran,
MOTEALLEH  Alireza,No,,Iran,
ABTAHI  Forough,No,,Iran,
PANJAN  Andrej,No,,Slovenia,
GHAFFARINEJAD  Farahnaz,No,,Iran,
ROBLES  Eduardo,No,,Spain,
FERNÁNDEZ-RODRÍGUEZ  Javier,No,,Spain,
BARBOSA  Ananda M,No,,Spain,Brazil
CARREÝ‘O  Neftali L V,No,,Brazil,
LABIDI  Jalel,No,,Spain,
RICCIARDI  Maria Rosaria,No,,Italy,
PAPA  Ilaria,No,,Italy,
LANGELLA  Antonio,No,,Italy,
LOPRESTO  Valentina,No,,Italy,
ANTONUCCI  V,No,,Italy,
GIUPPONI  Giancarlo,No,,Italy,
INNAMORATI  Marco,No,,Italy,
BALDESSARINI  Ross J,No,,United States,
GIOVANNELLI  Francesca de,No,,Italy,
PYCHA  Roger,No,,Italy,
CONCA  Andreas,No,,Italy,
GIRARDI  Paolo,No,,Italy,
POMPILI  Maurizio,No,,Italy,
ARRESE  Ainhoa,No,,Spain,
HOYOS-MARTINEZ  Pedro L,No,,Spain,France
LABIDI  Jalel,No,,Spain,
LLANO-PONTE  Rodrigo,No,,Spain,
DELUCIS  Rafael,No,,Brazil,
MELO  Rafael,No,,Brazil,
MULLER  Marcos,No,,Brazil,
LABIDI  Jalel,No,,Spain,
GATTO  Darci,No,,Brazil,
SERRANO  Luis,No,,France,
MARLIN  Nathalie,No,,France,
BROCHIER-SALON  Marie-Christine,No,,France,
MORTHA  Gerard,No,,France,
BERTAUD  Frederique,No,,France,
LOEFLER  Stefan,No,,Austria,
CVECKA  Jan,No,,Slovakia,
HÜBL  Wolfgang,No,,Austria,
ZAMPIERI  Sandra,No,,Italy,
MUSZYŃSKI  Lech,No,,United States,
LEAVENGOOD  Scott,No,,United States,
GANIO  Lisa,No,,United States,
TVEREZOVSKIY  Viacheslav,No,,United Kingdom,
TREU  Andreas,No,,Norway,
HUMAR  Miha K,No,,Slovenia,
MEKJAVIĆ  Igor B,No,,Slovenia,Canada
EIKEN  Ola,No,,Sweden,
BABIČ  Jan,No,,Slovenia,
ŠUŠTERŠIČ  Iztok,Yes,,Slovenia,
DUJIČ  Bruno,No,,Slovenia,
FERREIRA  José,No,,Portugal,
LABIDI  Jalel,No,,Spain,
ESTEVES  Bruno,No,,Portugal,
DOMINGOS  Idalina,No,,Portugal,
GULLÓN  Beatriz,No,,Spain,
EIBES  Gemma,No,,Spain,
MOREIRA  María Teresa,No,,Spain,
LABIDI  Jalel,No,,Spain,
GULLÓN  Patricia,No,,Spain,
MARS BITENC  Urša,No,,Slovenia,
PIRC  Lara,No,,Slovenia,
MESEC RODI  Petra,No,,Slovenia,
POŠTUVAN  Vita,No,,Slovenia,
ROSS  Victoria,No,,Australia,
KÖLVES  Kairi,No,,Australia,
KUNDE  Lisa,No,,Australia,
MUÑOZ-SÁNCHEZ  Juan-Luis,No,,Spain,
SÁNCHEZ-GÓMEZ  María Cruz,No,,Spain,
MARTÍN-CILLEROS  María Victoria,No,,Spain,
PARRA-VIDALES  Esther,No,,Spain,
FRANCO-MARTÍN  Manuel A,No,,Spain,
PETROVČIČ  Andraž,No,,Slovenia,
SLAVEC  Ana,Yes,,Slovenia,
DOLNIČAR  Vesna,No,,Slovenia,
CASTELPIETRA  Giulio,No,,Italy,
EGIDI  Leonardo,No,,Italy,
CANEVA  Marina,No,,Italy,
GAMBINO  Sara,No,,Italy,
FERESIN  Tamara,No,,Italy,
MARIOTTO  Aldo,No,,Italy,
BALESTRIERI  Matteo,No,,Italy,
MARZANO  Lisa,No,,Italy,
MOKDAD  Ali H  et al,No,,United States,
DE Leo  Diego (sodelavec pri raziskavi),Yes,,Australia,
MOKDAD  Ali H  et al,No,,United States,
LARNØY  Erik,No,,Norway,
HILL  Callum A S,Yes,,Slovenia,Norway
PORCU  Maria Cristina,No,,Italy,
BOSU  Claudio,No,,Italy,
GAVRIĆ  Igor,Yes,,Slovenia,
VOGLAR  Matej,No,,Slovenia,
WOLF  Petr,No,,Czech Republic,
VCELAK  Jan,No,,Czech Republic,
ORŁOWSKI  Kazimierz A,No,,Poland,
MUÑOZ-SÁNCHEZ  Juan-Luis,No,,Spain,
DELGADO  Carmen,No,,Spain,
SÁNCHEZ-PRADA  Andrés,No,,Spain,
PARRA-VIDALES  Esther,No,,Spain,
FRANCO-MARTÍN  Manuel A,No,,Spain,
PONNUCHAMY  Veerapandian,Yes,,France,
MOSSA  Stefano,No,,France,
SKARMOUTSOS  Ioannis,No,,France,
KUNDE  Lisa,No,,Australia,
KÖLVES  Kairi,No,,Australia,
KELLY  Brian,No,,Australia,
REDDY  Prasuna,No,,Australia,United Kingdom
SVENŠEK  Daniel,No,,Slovenia,
JANISZEWSKA  Dominika,No,,Poland,
HIZIROGLU  Salim,No,,United States,
PETRILLO  Marta,No,,Italy,
GROSSI  Paolo,No,,Italy,
ZADNIK  Vesna (sodelavec pri raziskavi),No,,Slovenia,
ZADNIK  Vesna (sodelavec pri raziskavi),No,,Slovenia,
ZADNIK  Vesna (sodelavec pri raziskavi),No,,Slovenia,
ZADNIK  Vesna (sodelavec pri raziskavi),No,,Slovenia,
TESTONI  Ines,No,,Italy,
RUSSOTTO  Salvatore,No,,Italy,
ZAMPERINI  Adriano,No,,Italy,
SILVA  Daniela Thomas,No,,Brazil,
HEINZMANN  Berta Maria,No,,Brazil,
CALVO  Javier,No,,Spain,
LABIDI  Jalel,No,,Spain,
ROBLES  Eduardo,No,,Spain,
KRYSTOFIAK  Tomasz,No,,Poland,
LABIDI  Jalel,No,,Spain,
KÖLVES  Kairi,No,,Australia,
MCDONOUGH  Matthew,No,,Australia,
CROMPTON  David,No,,Australia,
YAHYAOUI  Marwa,No,,Spain,Tunisia
ILK  Sedef,No,,Turkey,
KAYA  Murat,No,,Turkey,
LABIDI  Jalel,No,,Spain,
DRAPER  Brian M,No,,Australia,
KRYSINSKA  Karolina,No,,Australia,
SNOWDON  John,No,,Australia,
GOODFELLOW  Benjamin,No,,Australia,
KÖLVES  Kairi,No,,Australia,
STROJNIK  Vojko,No,,Slovenia,
TOMAŽIN  Katja,No,,Slovenia,
SPUDIĆ  Darjan,No,,Slovenia,
SAŠEK  Matic,No,,Slovenia,
SPUDIĆ  Darjan,No,,Slovenia,
PORI  Primož,No,,Slovenia,
CVITKOVIČ  Robert,No,,Slovenia,
FERLIGOJ  Anuška,No,,Slovenia,
MARTINEZ PASTUR  Guillermo,No,,Argentina,
MONELOS  Lucas,No,,Argentina,
GREBLO  Zrinka,No,,Croatia,
KRIŽANIĆ  Valerija,No,,Croatia,
MARKOVIĆ  Goran,No,,Croatia,
KÖLVES  Kairi,No,,Australia,
DRAPER  Brian M,No,,Australia,
SNOWDON  John,No,,Australia,
DAHLE  Gregory,No,,United States,
CARPENTER  Aaron,No,,United States,
ZHOU  Mo,No,,United States,
AVILA DELUCIS  Rafael,No,,Brazil,
CAMPOS AMICO  Sandro,No,,Brazil,
LABIDI  Jalel,No,,Spain,
GATTO  Darci,No,,Brazil,
DÁVID Balázs,Yes,,Hungary,
KRÉSZ Miklós Ferenc,Yes,,Hungary,
PODKOÅšCIELNA  Beata,No,,Poland,
RIAZANOVA  Anastasia V,No,,Sweden,
DOBELE  Galina,No,,Latvia,
LABIDI  Jalel,No,,Spain,
LINDSTRÖM  Mikael E,No,,Sweden,
GUN'KO  Vladimir M,No,,Ukraine,
SEVASTYANOVA  Olena,No,,Sweden,
LIU  Weiguo,No,,United States,China
WANG  Jingxin,No,,United States,
BHATTACHARYYA  Debangsu,No,,United States,
JIANG  Yuan,No,,United States,
ORŁOWSKI  Kazimierz A,No,,Poland,
OCHRYMIUK  Tomasz,No,,Poland,
SANDAK  Jakub Michal,Yes,,Italy,Slovenia
MILCH  Jaromír,No,,Czech Republic,
TIPPNER  Jan,No,,Czech Republic,
BRABEC  Martin,No,,Czech Republic,
KUNECKÁ  Jiří,No,,Czech Republic,
KLOIBER  Michal,No,,Czech Republic,
HASNÍKOVÁ  Hana,No,,Czech Republic,
KARIŽ  Mirko,No,,Slovenia,
KITEK KUZMAN  Manja,No,,Slovenia,
ŠERNEK  Milan,No,,Slovenia,
HUGHES  Mark,No,,Finland,
RAUTKARI  Lauri,No,,Finland,
KAMKE  Frederick A,No,,United States,
VNUČEC PAUŠNER  Doroteja,No,,Slovenia,
ŽIGON  Jure,No,,Slovenia,
MIKULJAN  Marica,Yes,,Slovenia,
KAMKE  Frederick A,No,,Slovenia,
ŠERNEK  Milan,No,,Slovenia,
GORŠEK  Andreja,No,,Slovenia,
PEETERS  Kelly,Yes,,Slovenia,
ZULIANI  Tea,No,,Slovenia,
ŽIGON  Dušan,No,,Slovenia,
MILAČIČ  Radmila,No,,Slovenia,
ŠČANČAR  Janez,No,,Slovenia,
CHRISTIANSON  Laura,No,,United States,
FAULKNER  Joshua,No,,United States,
BASDEN  Thomas,No,,United States,
ŠEDIVY  Nuša,No,,Slovenia,
PODLOGAR  Tina,No,,Slovenia,
KERR  David C R,No,,United States,
MILCH  Jaromír,No,,Czech Republic,
BRABEC  Martin,No,,Czech Republic,
TIPPNER  Jan,No,,Czech Republic,
WALISZEWSKA  BogusÅ‚awa,No,,Poland,
ZBOROWSKA  Magdalena,No,,Poland,
MLECZEK  Miroslaw,No,,Poland,
POSAVČEVIĆ  Marko,No,,Slovenia,
KEGEL  Edo,No,,Netherlands,
NYRUD  Anders Q,No,,Norway,
BYSHEIM  Kristian,No,,Norway,
VAHTIKARI  Katja,No,,Finland,
HUGHES  Mark,No,,Finland,
BEN SALHA  Ghada,No,,Spain,Tunisia
LABIDI  Jalel,No,,Spain,
ABDERRABBA  Manef,No,,Tunisia,
SILVA  Daniela Thomas,No,,Brazil,
FONTANA BATISTA  Bibiana,No,,Brazil,
HEINZMANN  Berta Maria,No,,Brazil,
LABIDI  Jalel,No,,Spain,
SANDAK  Jakub Michal,Yes,,Italy,
KUNDE  Lisa,No,,Australia,
KÖLVES  Kairi,No,,Australia,
KELLY  Brian,No,,Australia,
REDDY  Prasuna,No,,Australia,United Kingdom
RIMKEVICIENE  Jurgita,No,,Australia,
O'GORMAN  John,No,,Australia,
ROSS  Victoria,No,,Australia,
KÖLVES  Kairi,No,,Australia,
KOO  Yu Wen,No,,Australia,
KÖLVES  Kairi,No,,Australia,
KOO  Yu Wen,No,,Australia,
KÖLVES  Kairi,No,,Australia,
FERNÁNDEZ-RODRÍGUEZ  Javier,No,,Spain,
ROBLES  Eduardo,No,,Spain,
GONZALEZ ALRIOLS  María,No,,Spain,
LABIDI  Jalel,No,,Spain,
NAN  Nan,No,,United States,
FONDA  Borut,No,,Slovenia,United Kingdom
LI  François-Xavier,No,,United Kingdom,
KOCJAN  Andrej,No,,Slovenia,
GOLI  Giacomo,No,,Italy,
CETERA  Paola,No,,Italy,
CAVALLI  Alberto,No,,Italy,
TODARO  Luigi,No,,Italy,
SALABERRIA  Asier M,No,,Spain,
ANDRÉS  María A,No,,Spain,
FERNANDES  Susana C M,No,,France,
LABIDI  Jalel,No,,Spain,
GKAGKAS  Konstantinos,No,,Belgium,
PONNUCHAMY  Veerapandian,Yes,,Belgium,
PERCEVAL  Meg,No,,Australia,
KÖLVES  Kairi,No,,Australia,
REDDY  Prasuna,No,,Australia,United Kingdom
LLANO-PONTE  Rodrigo,No,,Spain,
LABIDI  Jalel,No,,Spain,
HOSTNIK  Jurij,No,,Slovenia,
BENČAN  Žiga,No,,Slovenia,
GKAGKAS  Konstantinos,No,,Belgium,
DAŠIĆ  Miljan,No,,Serbia,
STANKOVIĆ  Igor,No,,Serbia,
BRABEC  Martin,No,,Czech Republic,
LAGAŇA  Rastislav,No,,Slovakia,
MILCH  Jaromír,No,,Czech Republic,
TIPPNER  Jan,No,,Czech Republic,
KLOIBER  Michal,No,,Czech Republic,
KUNECKÝ  Jiří,No,,Czech Republic,
DRDÝCKÝ  Miloš,No,,Czech Republic,
TIPPNER  Jan,No,,Czech Republic,
SCHWARZKOPF  Matthew,Yes,,Slovenia,
MUSZYŃSKI  Lech,No,,United States,
HAMMERQUIST  Chad C,No,,United States,
NAIRN  John A,No,,United States,
ROŠKAR  Saška,No,,Slovenia,
TANČIČ GRUM  Alenka,No,,Slovenia,
POŠTUVAN  Vita,No,,Slovenia,
PODLESEK  Anja,No,,Slovenia,
KOZINC  Žiga,No,,Slovenia,
MENDONÇA LIMA  Carlos Augusto,No,,Switzerland,
IVBIJARO  Gabriel,No,,Portugal,United Kingdom
SVAB  Igor,No,,Slovenia,
GOGA  Nicolae,No,,Romania,Netherlands
MAYRHOFER  Leonhard,No,,Germany,
TRANCA  Ionut,No,,Netherlands,
NEDEA  Silvia,No,,Netherlands,
HEIJMANS  Koen,No,,Netherlands,
VASILATEANU  Andrei,No,,Romania,
WITT  Katrina,No,,Australia,
CHITTY  Kate M,No,,Australia,
WARDHANI  Rachmania,No,,Australia,
VÄRNIK  Airi,No,,Estonia,
KÖLVES  Kairi,No,,Australia,
URŠIČ  Matija,No,,Slovenia,
KNEZ  Friderik,No,,Slovenia,
KOZINC  Žiga,No,,Slovenia,
PERMAN  Mihael,No,,Slovenia,
KRESIN  Tracee,No,,Australia,
HAWGOOD  Jacinta L,No,,Australia,
VARGHESE  Frank,No,,Australia,
TESTONI  Ines,No,,Italy,Israel
IACONA  Erika,No,,Italy,
PALAZZO  Lorenza,No,,Italy,
BARZIZZA  Beatrice,No,,Italy,
BALDRATI  Beatrice,No,,Italy,
MAZZON  Davide,No,,Italy,
NAVALESI  Paolo,No,,Italy,
MISTRALETTI  Giovanni,No,,Italy,
SAŠEK  Matic,Yes,,Slovenia,
KOZINC  Žiga,No,,Slovenia,
LOEFLER  Stefan,No,,Austria,
HOFER  Christian,No,,Austria,
MANOJLOVIĆ  Denisa,No,,Slovenia,
KOZINC  Žiga,No,,Slovenia,
MATHIEU  Sharna,No,,Australia,
KOO  Yu Wen,No,,Australia,
LESKE  Stuart,No,,Australia,
GOODFELLOW  Benjamin,No,,Australia,
KÖLVES  Kairi,No,,Australia,
CASTELPIETRA  Giulio,No,,Italy,
NICOTRA  Alessandra,No,,Italy,
VIECELLI GIANNOTTI  Andrea,No,,Italy,
SVETEK  Urša,No,,Slovenia,
PAVLOVIĆ  Monika,No,,Slovenia,
OGRINC  Nina,No,,Slovenia,
SAŠEK  Matic,No,,Slovenia,
POREDOŠ  Nina,No,,Slovenia,
STEPINAC  Mislav,No,,Croatia,
RAJČIĆ  Vlatka,No,,Croatia,
ARENSMAN  Ella,No,,Ireland,Australia
SCOTT  Vanda,No,,United States,
PIRKIS  Jane,No,,United States,
ARENSMAN  Ella,No,,Ireland,Australia
PIRKIS  Jane,No,,United States,
GOODFELLOW  Benjamin,No,,Australia,France
KÖLVES  Kairi,No,,Australia,
KOZINC  Žiga,No,,Slovenia,
LOEFLER  Stefan,No,,Austria,
HOFER  Christian,No,,Austria,
CARRARO  Ugo,No,,Italy,
VATOVEC  Rok,No,,Slovenia,
KOZINC  Žiga,No,,Slovenia,
KOZINC  Žiga,No,,Slovenia,
KERN  Helmut,No,,Slovenia,
ZAMMARRELLI  Josephine,No,,Italy,
VIECELLI GIANNOTTI  Andrea,No,,Italy,
DONNA  Stefania,No,,Italy,
BERTINI  Simone,No,,Italy,
SANTINI  Anna,No,,Italy,
ANILE  Cristina,No,,Italy,
KOZINC  Žiga,No,,Slovenia,
LOEFLER  Stefan,No,,Austria,
HOFER  Christian,No,,Austria,
KOZINC  Žiga,No,,Slovenia,
MIKLAVČIČ VIŠNJEVEC  Ana,No,,Slovenia,
MARUŠIČ  Jan,No,,Slovenia,
DOLENC  Petra,No,,Slovenia,
MUŠIČ  Pia,No,,Slovenia,
BOKAL  Špela,No,,Slovenia,
KOZINC  Žiga,No,,Slovenia,
PAVLOVIĆ  Monika,No,,Slovenia,
OGRINC  Nina,No,,Slovenia,
JAKOPIČ  Martina,No,,Slovenia,
KOZINC  Žiga,No,,Slovenia,
DJURIĆ  Daniel,No,,Slovenia,
MARUŠIČ  Jan,No,,Slovenia,
MARUŠIČ  Jan,No,,Slovenia,
ŽITNIK  Jure,No,,Slovenia,
KOZINC  Žiga,No,,Slovenia,
OEXLE  Nathalie,No,,Germany,
NIEDERKROTENTHALER  Thomas,No,,Austria,
POŠTUVAN  Vita,No,,Slovenia,
PODLOGAR  Tina,No,,Slovenia,
ŠEDIVY  Nuša,No,,Slovenia,
DE Leo  Diego,Yes,,Slovenia,Australia
VIMPOLŠEK  Boštjan,No,,Slovenia,
JEREB  Borut,No,,Slovenia,
LERHER  Tone,No,,Slovenia,
LISEC  Andrej,No,,Slovenia,
POHLEVEN  Jure,No,,Slovenia,
